title,plot,type,runtime,genre,vector
Glory Road,"In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship.",movie,118 min,"Biography, Drama, Sport","[ 0.12534076 -1.0561377  -0.0460182   1.0408657  -0.23586665  0.06984331
  0.66932327  0.93161047 -0.5376071  -0.49213207  0.20255777 -0.7073959
 -0.3066418  -0.00830168 -0.23418292  0.6192288  -1.0311191  -0.33553192
  0.46505585 -0.57608974 -0.1112203   0.8638243  -0.46935564 -0.05742644
  0.05365913  0.30293465  0.49571565 -0.30449605  0.09985881  1.2372174
 -0.4100728   0.2866189  -0.06779161 -0.23898605 -1.0951176  -0.7143364
  0.26172763  0.48432857 -0.32672316  0.36089337 -0.5782416   0.39389327
  0.2001839   0.66218626 -0.22198048  0.7009196  -0.38336605 -0.90960824
 -0.01983939 -0.26015973  0.66275144  0.50232327 -0.28634113 -0.6532415
  0.11105379 -1.0504345   0.37435853 -0.40511113 -0.11775151  0.265323
 -0.77360255  0.3463261   0.20061637 -0.7227132  -0.02529973 -0.04008117
  0.24339929  0.41846406 -0.29337767 -0.49702728  0.42780322 -0.05800994
  0.703712   -0.4928463  -0.23328504  0.11639199 -0.485466   -0.9603573
  0.62153816 -0.02433211 -0.83327913  0.20426519  0.07431214 -0.16622122
 -0.0244258   0.2934027   0.08224323  0.04267145 -0.36913252  0.5079411
 -0.05266881  0.53642     0.6257436   0.14470673  0.0090891   0.25487915]"
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,A 3-D concert film of the 2007 Hannah Montana/Miley Cyrus tour.,movie,74 min,"Documentary, Music","[ 0.13865723 -0.52193063  0.17574675  0.71232754  0.2588338  -0.19894019
  0.6634773   0.18081275 -0.03229378  0.06025648  0.15932089 -0.0984169
 -0.2660743  -0.4811664  -0.2177229  -0.50944287  0.02048316  0.32163474
  0.12986061 -0.66686934 -0.5922451   0.08915811  0.05339453  0.17700292
  0.36019647  0.00714013  0.04646144 -0.28922656 -0.2745592   1.2276167
 -0.41868323 -0.25971916 -0.05628197  0.04860575 -0.2129166  -0.41585997
  0.30662414  0.76664835 -0.5064633   0.11858554 -0.05221079 -0.4042884
 -0.44219077  0.08965418  0.30494338  0.61666274 -0.5570867  -0.01206693
 -0.255984   -0.1463331   0.03172744  0.29083186 -0.45279998 -0.37200162
 -0.4441947  -0.6098427   0.11431591 -0.12102275  0.29490632  0.2935611
 -0.2224347  -0.17690544  0.31140965 -0.47792166 -0.00433584 -0.04132781
  0.61868787  0.8124524  -0.47060454 -0.16075066 -0.14394358 -0.01478896
  0.7769582  -0.48387802  0.37872887 -0.37096834 -0.11883824 -0.20223254
  0.21192431 -0.16548379  0.27252656 -0.2530615  -0.13008688  0.0038821
 -0.0493671   0.19316417 -0.17100884  0.13920599 -0.55088514  0.15702583
 -0.11718244  0.11158795  0.39994344 -0.00509389  0.41885042  0.476651  ]"
Hannah Montana: The Movie,"As Hannah Montana's popularity begins to take over her life, Miley Stewart, on the urging from her father takes a trip to her hometown of Crowley Corners, Tennessee to get some perspective on what matters in life the most.",movie,102 min,"Comedy, Drama, Family, Music, Romance","[-0.344356   -0.7655441   0.23251605  0.32691133  0.45635438 -0.04372862
  0.3755631   0.09743597 -0.14137547 -0.15179324  0.53598654 -0.23083453
  0.13986556 -0.07163344 -0.42297453  0.01324744 -0.67578346  0.17847864
  0.35929874 -0.7884284  -0.77539164  0.03762705  0.0281334  -0.0109695
  0.18936247  0.1162113   0.05729957 -0.1958305   0.06820811  2.0368924
  0.308049   -0.09432709 -0.29357475 -0.24979465 -0.666746   -0.14958723
 -0.49786147  1.3153487  -0.59285545  0.1910447   0.07495332 -0.21105094
  0.02354218  0.08147214 -0.26152867  0.29737204 -0.23220141  0.14547601
  0.13326226 -0.05035233 -0.35510445  0.65118825  0.09200872  0.01396096
 -0.28926158 -1.0557959   0.2950366   0.07177536  0.4000426   0.1135304
 -0.45373383  0.11809337  0.37202087 -0.7144953   0.33682445 -0.11831095
 -0.34777242  0.67380536 -0.8242458  -0.30588955 -0.20194587  0.00512046
  0.84342134  0.16002135  0.09676807  0.03398475  0.12569186 -0.39178127
 -0.18436669 -0.14736475 -0.2104371  -0.46590847 -0.25431886 -0.28240323
 -0.00601666  0.57569444  0.10827613 -0.14031921 -0.53371656 -0.35367307
 -0.12531307  0.08225828  0.78603315  0.01949319 -0.07769627  0.52654904]"
Herbie Goes Bananas,The adorable little VW helps its owners break up a counterfeiting ring in Mexico.,movie,100 min,"Adventure, Comedy, Family, Fantasy","[-0.37257394  0.24854326  0.19272447  0.9045477   0.36699143 -0.0787646
  1.0496343   0.5227892  -0.6567165  -0.3788606   0.7667673   0.21327867
 -0.45172897 -0.14852446 -0.59904844  0.02935406 -0.68107057  0.26673153
 -0.01921116 -0.75656885 -0.690722   -0.19143836 -0.33454868  0.18211174
 -0.17990142 -0.39966562 -0.0680364  -0.20875902 -0.19347608  1.4081348
 -0.2970412   0.5793526  -0.632164   -0.53757954 -0.5075365   0.01541736
  0.02235142  0.20484923 -0.02633456  0.21195213  0.716028   -0.9930833
 -0.07318331  0.20926629  0.4587382   0.10708377 -0.2566187  -0.10055611
  0.03682816 -0.89075947  0.17777841  0.81474763 -0.51040787 -0.87454385
 -0.25875324 -0.9840488   0.5094692  -0.50094366  0.657241    0.5291447
  0.11890986  0.57060736  0.01999845 -0.4472266   0.38161358  0.5102344
  0.18876998  1.0002056  -0.11680499 -0.22697084 -0.15749438  0.6166039
  0.08214895 -0.2602922   0.16581033 -0.31628406 -0.34542325 -0.6818819
 -0.7140455  -0.3669683  -0.20588748 -0.07104316 -0.49186763 -0.14329255
  0.14577402  0.2816688   0.02922252 -0.11439896 -0.02380569  0.36710605
 -0.04626625 -0.0021315   0.80620366 -0.17828135  0.40260163  0.25682527]"
Herbie Fully Loaded,"Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.",movie,101 min,"Adventure, Comedy, Family, Fantasy, Romance, Sport","[ 0.37017918 -0.8711943   0.23958702  0.5095968  -0.01393958 -0.3650521
  0.06081985  0.7762706  -0.46766818  0.0723803   0.6482958   0.2791884
 -0.04366272 -0.7356698  -0.9638886  -0.66060996 -0.05030755  0.20219548
  0.2763774  -0.78412527 -0.5729501   0.68124455 -0.03632554  0.00632579
 -0.18023531  0.19693278 -0.45031628 -0.40238556 -0.84258413  1.352315
 -0.4155866   0.09661349 -0.26910287  0.00537136 -0.78989536 -0.38860893
  0.13115174  0.36549592 -0.0433466  -0.35620388 -0.14643766 -0.30118683
 -0.38375747  0.18443048  0.13804539  0.8348575  -0.5372859  -0.20049362
  0.02918905  0.19377469  0.05080694  1.2803146  -0.3909861  -0.54137367
 -0.42384028 -0.4887718   0.1202359  -0.13745068  0.52481204  0.60905993
 -0.27017897  0.17985956  0.20658581 -0.6821404   0.6705529  -0.2099331
  0.7170498   1.0229903  -0.50153196 -0.79340625 -0.23609614  0.25914463
 -0.4009483  -0.13357766  0.5112138   0.5594047  -0.28710422 -0.7685668
  0.47335717 -0.13323776 -1.1374651  -0.00841222  0.31837934 -0.14708048
  0.47537914 -0.34003866  0.39196232 -0.09533539 -0.20142259  0.7768631
  0.71576875 -0.25124884  0.51276046  0.76451427  0.8104232  -0.21064925]"
Hercules,The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,movie,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","[-1.2055116e+00  3.0584297e-01  3.3747083e-01  1.5050850e+00
  4.6845815e-01 -5.4056007e-01  1.2313527e+00  1.1615805e-01
 -2.6106715e-01 -5.2929550e-01  2.9649973e-02  3.9297777e-01
 -4.9592733e-01  3.3651143e-01 -3.6922789e-01  5.2867973e-01
 -2.9614487e-01 -2.8475380e-01 -4.3150607e-01 -7.3189163e-01
 -1.6593608e-01  6.9069821e-01 -1.2835432e+00 -5.3901601e-01
  3.2939374e-02  3.7178928e-01  4.2583245e-01 -4.9833286e-01
 -4.5865306e-01  1.7504524e+00  2.8719239e-02  8.6561757e-01
  6.5959990e-04 -7.6960087e-02 -4.8326671e-01 -4.1567144e-01
 -4.9231875e-01  1.5056016e+00  3.5247886e-01 -8.8970795e-02
 -8.0071592e-01 -4.9348474e-01  2.0636633e-01 -5.1948559e-01
  6.1037523e-01 -7.0900953e-01 -7.8143251e-01  4.8768985e-01
 -1.3406608e-01 -8.5422635e-01  1.4742155e+00  1.2126387e+00
 -4.9707031e-01 -5.8296579e-01 -2.8803730e-01  3.5404974e-01
  6.5663546e-01 -3.2736546e-01  1.9409302e-01 -4.4726431e-03
 -1.1708571e+00  9.5772833e-02 -1.3286486e-02 -5.8396935e-02
  4.5070744e-01  9.0892041e-01  3.5105500e-01 -4.1976255e-01
 -5.0229520e-01 -1.7366421e-01 -6.7380834e-01  3.9941400e-02
  5.2896094e-01 -1.2521112e-01  1.3376787e-01 -1.5914267e-01
 -3.2991573e-01  3.0577481e-01 -1.2779438e+00 -2.5711387e-01
 -1.6013291e-01  8.1043825e-02 -5.9513611e-01 -1.9187233e-01
  1.0949335e+00  1.2954917e+00  3.4379154e-01 -1.4016786e-01
  1.8429752e-01 -9.4141752e-02 -6.6706407e-01 -1.9731066e-01
  9.5685422e-01 -8.0173500e-02 -7.0597196e-01  1.2927070e-01]"
High School Musical 3,"As seniors in high school, Troy and Gabriella struggle with the idea of being separated from one another as college approaches. Along with the rest of the Wildcats, they stage a spring musical to address their experiences, hopes and fears about their future.",movie,112 min,"Comedy, Drama, Family, Music, Musical, Romance","[-1.37742281e-01 -7.35135555e-01  1.91240504e-01  1.95643052e-01
  5.59020996e-01 -9.43711400e-02  2.01639608e-01  4.67545748e-01
 -4.08734322e-01 -4.57633168e-01 -3.15903723e-01  8.55699778e-02
 -5.72606087e-01  4.18253541e-01 -9.81851518e-01  2.81008363e-01
 -6.82614625e-01 -7.46002048e-02 -5.89513034e-02 -1.47161245e-01
 -8.32237959e-01  4.86321837e-01  5.44158593e-02  7.09799647e-01
  4.47528511e-01 -3.10965210e-01 -2.28680223e-02 -4.22625124e-01
  3.75341177e-02  9.33335781e-01 -2.20272243e-01  3.73321086e-01
  8.80986452e-04  1.01161599e-02 -9.87396836e-01 -4.29058701e-01
 -3.69650185e-01  1.85310215e-01  2.14773118e-02 -5.74326999e-02
 -7.54641816e-02 -1.46107435e-01 -1.22541636e-01  8.26618135e-01
  9.96804833e-02  5.90568304e-01 -5.59125364e-01 -3.19531649e-01
 -2.96744138e-01 -6.86482713e-02  1.40601337e-01  4.42011088e-01
  1.46920919e-01 -6.00467563e-01 -2.23976836e-01 -8.11564863e-01
  4.91342843e-02 -5.74037194e-01  3.46449912e-01  7.00822055e-01
 -4.00536031e-01 -6.36951685e-01 -1.30518228e-01 -3.14931512e-01
 -1.67117864e-02  2.65953302e-01  4.53623831e-01  8.99772584e-01
 -1.98592350e-01 -6.72258675e-01  1.51545480e-01  3.53521764e-01
 -8.31550583e-02 -6.98394477e-02  7.21122921e-02 -3.74001771e-01
 -2.56019652e-01 -4.63877916e-01  1.62952214e-01  1.92376807e-01
 -3.01743269e-01  4.93619114e-01 -5.79006746e-02 -1.90660387e-01
 -1.19534642e-01 -1.31064087e-01 -6.28751814e-02  4.43139672e-01
 -2.86110640e-01  4.97807235e-01  4.18162048e-02  3.09614062e-01
  2.65662909e-01  7.24084973e-01  1.14889905e-01  2.76470870e-01]"
Holes,A wrongfully convicted boy is sent to a brutal desert detention camp where he joins the job of digging holes for some mysterious reason.,movie,117 min,"Adventure, Comedy, Drama, Family, Mystery","[-1.28469229e+00  1.21121299e+00 -9.35549438e-02  6.51620269e-01
  1.63392782e-01 -3.04983824e-01  1.28414774e+00 -9.96999517e-02
  9.64291990e-01 -7.46398985e-01 -9.55253839e-03  3.10488105e-01
 -2.11461559e-01  4.98148888e-01 -3.23850900e-01  5.21921515e-01
 -6.49342954e-01  2.17244446e-01 -3.71522874e-01 -1.38835341e-01
 -9.70654011e-01 -1.32553041e-01 -7.30068862e-01  3.86983454e-01
 -5.26458561e-01  6.04022861e-01  1.46209985e-01 -1.83143929e-01
 -4.10189331e-01  9.00103033e-01  3.46902370e-01  2.05665290e-01
  8.67947638e-01 -1.93550289e-01  1.11371994e-01 -4.77639169e-01
 -3.24549764e-01  1.15396202e+00  2.16592282e-01 -2.65684605e-01
 -6.37046099e-01 -4.51178670e-01 -1.51269615e-01  1.45769268e-01
  8.46042275e-01 -5.77297866e-01 -4.45214212e-01 -6.50892973e-01
 -6.35625720e-02 -5.36120057e-01  9.36703980e-01  6.13534629e-01
 -1.67407244e-01 -3.69849265e-01 -5.85028946e-01  3.19820404e-01
  1.31614757e+00 -4.25137937e-01  1.79483727e-01  5.29129922e-01
  1.58160925e-04 -8.63412142e-01 -6.94323257e-02 -6.88945949e-02
  2.51494884e-01  1.02952564e+00  3.23825479e-01 -5.04053354e-01
 -2.19310716e-01 -4.31143105e-01 -4.37687576e-01 -3.68289500e-01
 -4.21153992e-01 -2.49920681e-01 -7.64367104e-01 -3.25522304e-01
 -7.53323793e-01 -2.66383141e-01 -9.87437844e-01  1.50961146e-01
  3.95599544e-01  8.33063602e-01 -4.29764688e-02 -4.25985575e-01
  8.86213183e-01  9.35795128e-01 -4.24114108e-01  3.45123112e-01
 -2.79872537e-01  3.20091307e-01 -4.14374620e-01 -4.48527932e-01
  1.31725788e+00  7.29539096e-02 -9.19202209e-01 -3.36314052e-01]"
Home on the Range,"To save their farm, the resident animals go bounty hunting for a notorious outlaw.",movie,76 min,"Animation, Adventure, Comedy, Family, Music, Western","[ 0.48512006 -0.7484771  -0.0870745   0.2306816  -0.72400117 -0.19392502
 -0.00514144 -0.03634734 -0.21861233 -0.00513436 -0.17716351  0.2354465
 -0.07902351 -0.19254798  0.04844406  0.06286049 -0.38723058  0.50437367
  0.1158262  -0.06769036 -0.48574048  0.21139233 -0.09137642 -0.11557844
  0.31699854 -0.38503075  0.08894809 -0.53056324 -0.10511392  0.74846596
 -0.3987033   0.22715963  0.01391219  0.1070209  -0.11092487 -0.13195503
  0.21199276  0.5097244   0.4031757   0.17931728 -0.49075097  0.3902688
 -0.19378075 -0.1726589  -0.05505867 -0.07344715  0.06995928  0.41228586
  0.30454636 -0.18014298 -0.5078763   0.22127898 -0.16262196 -0.06727657
  0.01823897  0.02281585  0.08882444 -0.19706884 -0.04835257 -0.20478599
 -0.528141   -0.2127159  -0.35903955 -0.22900149 -0.00357699  0.08524495
  0.5280163  -0.31508386 -0.09693506  0.03213552  0.0593937  -0.02468331
  0.3771261  -0.3486606   0.11163516 -0.32315183 -0.29810375 -0.12097406
  0.10103866  0.02812299  0.0576177   0.17876223 -0.3235574  -0.24583848
  0.55905133  0.39676812  0.48015076 -0.2113553   0.00534077  0.5564326
 -0.7123641  -0.14824206  0.4160797   0.0345985  -0.22798696 -0.12034847]"
"Honey, I Blew Up the Kid","The Szalinski family is back, this time hilarious disaster strikes when an experiment causes their new toddler son to grow many stories tall.",movie,89 min,"Adventure, Comedy, Family, Romance, Sci-Fi","[-0.10663159 -0.3952795  -0.0444147   0.36317334  0.0539774   0.0612855
  0.4820854   0.430067    0.512743   -0.1332434   0.09105112  0.3816832
 -0.09634089 -0.03571441  0.00688927 -0.06522335 -0.55905634  0.22364075
  0.341845   -0.27208957 -0.3954012   0.238602   -0.28789482 -0.18138514
 -0.02916549 -0.16115496 -0.19145522 -0.14575252 -0.16148244  0.6338171
 -0.40415066 -0.13690875 -0.17615466 -0.2608001   0.14507087 -0.30200085
  0.18349324  0.46118948  0.08470484  0.2507268  -0.00398523 -0.16485818
 -0.07554659 -0.17156777 -0.38602662 -0.25699896  0.12657908  0.43861726
  0.16223097  0.2435156  -0.3152065   0.00927215 -0.20867105 -0.0618493
 -0.0869507  -0.32530922  0.14092526 -0.19483986  0.21665004 -0.08593
  0.23407626 -0.30368954  0.04067145 -0.32337385  0.13121995  0.15567987
 -0.08625293  0.13382207 -0.06999633 -0.0009174  -0.8040401   0.16364782
  0.3658209  -0.7166152   0.17623065 -0.05144736 -0.0840406   0.07237383
 -0.3026857  -0.50409764 -0.33706903  0.11807009  0.17035903  0.3513011
  0.26586246  0.31543237  0.08993522 -0.21011482  0.28480744  0.63759947
 -0.2283673   0.24968347  0.38344264  0.04280876 -0.40225103  0.05799123]"
"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,movie,93 min,"Adventure, Comedy, Family, Sci-Fi","[-0.2664299  -0.17594296 -0.23067331  0.66731673  0.22254497  0.36109713
  0.4930674   0.17634833  0.30151245 -0.27589354 -0.06738655  0.3491851
 -0.17915513 -0.13282958 -0.65284747  0.137122   -0.77896696  0.43307987
 -0.20804654 -0.71995354 -0.26982912  0.07654154 -0.05987991  0.04491749
 -0.18683738 -0.21130411 -0.12944633 -0.01383621 -0.26051393  0.5439163
 -0.3636779  -0.18192057 -0.2660087  -0.07298636 -0.07177316 -0.25039145
 -0.11563376  0.35825145 -0.15404193  0.31857684  0.3438747   0.08985162
 -0.11449227  0.06249452 -0.38089493 -0.3621274   0.29949424  0.27095503
  0.67549735  0.15512984 -0.08034226 -0.04818232 -0.22787277 -0.18919574
 -0.19040282 -0.3314061   0.09627362 -0.25812197  0.10106245  0.0097888
  0.22262435 -0.22861005  0.17927825 -0.31033415  0.20724212  0.08047227
  0.28449893  0.27849343 -0.03677076 -0.25196013 -0.5459798   0.10109314
  0.42383873 -0.65472746 -0.19977915  0.12797968 -0.03535737 -0.21702206
 -0.29830766 -0.4090215  -0.43407425 -0.03942768 -0.12633644 -0.0133598
  0.3899522   0.1490096   0.36468136 -0.10382155  0.16896693  0.74276114
 -0.14049365  0.10873208  0.6912954   0.13892083 -0.26476738 -0.06890918]"
Ice Age,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.",movie,81 min,"Animation, Adventure, Comedy, Family, Fantasy","[-0.16361575 -0.81486     0.61804515  0.78735155 -0.30952996 -0.52966774
  0.46192658  0.24388176 -0.12487641 -0.46008393  0.32352394 -0.28855214
 -0.10805035 -0.1519662  -0.6836566   0.0595306  -0.7033759  -0.02260086
  0.10635989 -0.6017166  -0.5293791   0.5245695  -0.3120942   0.06919487
  0.40358895  0.23898333 -0.01141031 -0.39689773  0.07381511  1.6501445
 -0.020207   -0.18274847 -0.04198539 -0.3148167  -0.87371147  0.36197346
 -0.42688397  0.4486084  -0.03460507  0.13547215  0.1563259  -0.24218002
 -0.31476614  1.0103362   0.22843595  0.01974569 -0.44946152  0.589434
  0.33092892 -0.23895538 -0.3237243   1.0711063   0.36032808 -0.77818197
 -0.38341096 -1.3382323   0.26545504  0.10106222  0.2768137  -0.03476007
 -0.788458    0.28593168 -0.09744294 -0.53931326  0.04167056 -0.40773255
 -0.04365179  1.115489   -0.23805156  0.08690012 -0.28186947  0.2517157
  0.09061456 -0.37701005  0.6919749  -0.584085   -0.32326958 -0.6769776
  0.06140208  0.20469831 -0.36004537  0.10293838 -0.33054835 -0.45212513
 -0.23487411  0.5965997   1.0534658  -0.19387539  0.37000838  0.37789416
 -0.45845112 -0.33121163  0.6785675  -0.217394   -0.03464709  0.5329027 ]"
Inside Out,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",movie,95 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","[-3.5434669e-01 -1.0045092e+00  7.1135020e-01 -2.9710832e-01
 -4.5380282e-01 -5.9028828e-01  1.9588476e-01 -3.8303137e-03
 -2.6815078e-01  8.1133842e-03 -2.2560187e-01  2.2195016e-01
 -4.7573173e-01  2.6065803e-01 -5.5425853e-01  2.5664270e-01
 -4.5614582e-01 -5.4712445e-02  1.3617352e-02  6.1801159e-01
 -4.6474031e-01  8.6387813e-01 -3.0352861e-01  1.0268390e-04
  2.2851200e-01  3.2656175e-01 -3.4479582e-01  1.8573201e-01
 -4.9356648e-01  8.1571698e-01  1.1325522e-01  2.4115823e-01
 -3.5722744e-01 -1.8240252e-01 -4.9228549e-01 -7.6871002e-01
  4.6144903e-02  3.0205256e-01  2.3375146e-01 -8.1970051e-02
 -3.6595362e-01 -4.0114415e-01  8.6735830e-02 -7.4053514e-01
  2.8792483e-01 -9.3870133e-02 -5.2511251e-01  5.4989445e-01
 -1.3884579e-01  1.1408092e-01  2.9193935e-01  5.1486802e-01
 -1.4655104e-01  4.4740808e-01  2.1679848e-03 -1.3296068e-02
  4.2236990e-01 -6.6501826e-01  7.2789919e-01 -3.6372036e-01
 -1.0484042e+00 -2.6347238e-01 -3.4667084e-01  1.1545801e-01
 -3.3084065e-01 -1.1217871e-01  1.2071712e+00 -6.4048266e-01
 -4.2717421e-01 -4.9966288e-01 -3.3898562e-01 -4.3331891e-01
 -5.6451201e-01  3.7083125e-01  1.5747105e-01  6.0864151e-02
  6.9814168e-02  2.1351390e-01  3.1679860e-01  4.7318393e-01
 -3.3990672e-01  5.8310574e-01  9.0873563e-01 -8.6392388e-02
 -1.5042895e-01  9.8983848e-01 -3.0878970e-01  2.1865624e-01
  1.8846098e-01  1.8901100e+00  3.1625044e-01  2.0006192e-01
  2.8316361e-01  5.8068472e-01 -6.1525863e-01  7.2577089e-02]"
Inspector Gadget,A security guard's dreams come true when he is selected to be transformed into a cybernetic police officer.,movie,78 min,"Action, Adventure, Comedy, Crime, Family, Sci-Fi","[-0.15947485 -1.6317158   0.58514714  0.81748486 -0.11234537 -0.34801725
  1.047       0.59368366 -0.2601239  -0.21131968  0.1708099  -0.18130887
  0.05849734 -0.27224696 -0.78154904  0.00415729 -0.91372466  0.24070284
  0.9833698  -0.9375273  -0.8326235   1.1711448  -0.72275025  0.08997459
  0.4279352   0.20707437  0.46141377 -0.41655424 -0.5869403   1.3898792
 -0.20007157  0.2963977  -0.7317612   0.19587839 -0.98671603 -0.17796673
 -0.40466487  0.7054595  -0.34430188  0.18733628 -0.42440283  0.10214627
 -0.18477911  0.7768698  -0.4346524   1.0364454  -0.31061888 -0.09976751
 -0.53040385 -0.26657957 -0.40691662  0.5219584  -0.04228972 -0.84376645
 -0.05483346 -0.9403752   0.51745576 -0.07302777  0.35042652  0.09756376
 -0.7953694   0.39524084  0.30518734 -0.28353462 -0.43986198 -0.1753813
 -0.04780959  1.3356344  -0.74474615 -0.24010456  0.55737656  0.35927644
  0.9182639  -0.32107645  0.04009144 -0.16330165 -0.73982364 -0.5206743
  0.09677145  0.22504918 -0.94333804  0.2359509  -0.6112595  -0.28889018
 -0.04462923  0.0204764   0.18501118 -0.4413982  -0.30892587  0.391126
 -0.57895005  0.30643037  0.7056632   0.1971154   0.86120796  0.32352245]"
